product_id,location_id,Metric,Value
1,1,MAE,7.6620721959566405
1,1,RMSE,9.008860494973673
1,1,MAPE,11.32775122270247
1,2,MAE,4.007707483209253
1,2,RMSE,5.079005243496359
1,2,MAPE,8.74963397797319
1,3,MAE,4.7940932067818895
1,3,RMSE,5.714895027103908
1,3,MAPE,8.615811304190895
1,4,MAE,7.587339770371027
1,4,RMSE,8.858913785461123
1,4,MAPE,9.343511846874065
1,5,MAE,6.357762929806251
1,5,RMSE,7.462436378558868
1,5,MAPE,11.752969242720086
1,6,MAE,8.40468556579332
1,6,RMSE,9.597417554340181
1,6,MAPE,10.16741940855784
1,7,MAE,3.2249398886936036
1,7,RMSE,3.5743772512847736
1,7,MAPE,10.597347408381802
1,8,MAE,4.227846935544477
1,8,RMSE,5.3232498908663075
1,8,MAPE,9.16068466685383
1,9,MAE,6.939401109315245
1,9,RMSE,8.581136638200919
1,9,MAPE,8.037846654965247
1,10,MAE,2.740460116422141
1,10,RMSE,3.231623529692604
1,10,MAPE,10.23027806250379
2,1,MAE,8.190063824975274
2,1,RMSE,9.577726564704362
2,1,MAPE,11.435736558680155
2,2,MAE,9.618749122899278
2,2,RMSE,11.326454900417783
2,2,MAPE,10.327150635449955
2,3,MAE,5.9221051151200035
2,3,RMSE,7.138406583438998
2,3,MAPE,9.355515995762989
2,4,MAE,4.497460199037593
2,4,RMSE,5.460357797460907
2,4,MAPE,10.204392032814418
2,5,MAE,7.168826761183395
2,5,RMSE,8.5179493215272
2,5,MAPE,8.320373538298567
2,6,MAE,7.1794999167277265
2,6,RMSE,8.638896523978417
2,6,MAPE,11.368637511311487
2,7,MAE,10.720638465009896
2,7,RMSE,11.977907619065476
2,7,MAPE,10.697976200186208
2,8,MAE,2.882119969549451
2,8,RMSE,3.6823022751575465
2,8,MAPE,8.589313722882137
2,9,MAE,10.042280982463039
2,9,RMSE,10.882484030931055
2,9,MAPE,11.229687085044603
2,10,MAE,8.365484198986254
2,10,RMSE,9.77283318860175
2,10,MAPE,12.072914894801963
3,1,MAE,2.5655557154343116
3,1,RMSE,3.0367679311879257
3,1,MAPE,10.78520687541561
3,2,MAE,1.7710967876918937
3,2,RMSE,2.020956039515831
3,2,MAPE,11.137851946565094
3,3,MAE,6.2499998119716995
3,3,RMSE,7.551532161156918
3,3,MAPE,10.948450343586202
3,4,MAE,6.524355690494895
3,4,RMSE,7.574976662110902
3,4,MAPE,11.541418150873678
3,5,MAE,4.783392615873696
3,5,RMSE,5.739722455364029
3,5,MAPE,10.032875189226264
3,6,MAE,3.0072607478587416
3,6,RMSE,3.712661118432265
3,6,MAPE,8.799173238496895
3,7,MAE,5.357512861581918
3,7,RMSE,6.166566354213338
3,7,MAPE,9.898355601149516
3,8,MAE,9.452557125061245
3,8,RMSE,11.913280073702362
3,8,MAPE,10.5766063932009
3,9,MAE,8.638949441315898
3,9,RMSE,10.561090507232567
3,9,MAPE,9.178844169496674
3,10,MAE,3.7750709129951336
3,10,RMSE,4.489369643911191
3,10,MAPE,9.26084956775695
4,1,MAE,3.513186039816357
4,1,RMSE,4.168253046440543
4,1,MAPE,9.294864129107006
4,2,MAE,4.772144385373147
4,2,RMSE,5.4950633600207786
4,2,MAPE,11.629820834575954
4,3,MAE,4.220403182416783
4,3,RMSE,4.88866925376012
4,3,MAPE,10.09422928587295
4,4,MAE,5.377658657162937
4,4,RMSE,6.622887870545711
4,4,MAPE,8.391611851710964
4,5,MAE,9.37415015195115
4,5,RMSE,10.933674166682401
4,5,MAPE,11.2806760430882
4,6,MAE,7.456449595103172
4,6,RMSE,8.77350427663862
4,6,MAPE,10.47224674472833
4,7,MAE,8.081540910742564
4,7,RMSE,9.47853754097978
4,7,MAPE,11.040699498702287
4,8,MAE,2.863996491102189
4,8,RMSE,3.250692143937175
4,8,MAPE,11.57761186787868
4,9,MAE,10.808916483126646
4,9,RMSE,12.540268489877807
4,9,MAPE,11.028760600548447
4,10,MAE,6.038106521355464
4,10,RMSE,6.996363277077045
4,10,MAPE,11.079893086909522
5,1,MAE,5.519822931631167
5,1,RMSE,6.057251331002805
5,1,MAPE,11.523008753420237
5,2,MAE,6.783357925854625
5,2,RMSE,8.56022477573748
5,2,MAPE,8.22838923462806
5,3,MAE,9.664808332339243
5,3,RMSE,11.748507660276033
5,3,MAPE,10.672389018175952
5,4,MAE,3.367041998066219
5,4,RMSE,4.114145144062108
5,4,MAPE,11.786836040527756
5,5,MAE,1.7447463364628262
5,5,RMSE,2.1080490041389726
5,5,MAPE,9.669457434975357
5,6,MAE,8.792045771317836
5,6,RMSE,10.45442981680746
5,6,MAPE,11.106368185250371
5,7,MAE,2.519602777120414
5,7,RMSE,3.006325485384326
5,7,MAPE,9.507484501801077
5,8,MAE,6.29571755443972
5,8,RMSE,7.303714094680024
5,8,MAPE,9.289794198034636
5,9,MAE,9.236343683346464
5,9,RMSE,11.011902941168694
5,9,MAPE,13.021087202587283
5,10,MAE,5.571941023990484
5,10,RMSE,6.488582747995298
5,10,MAPE,11.690821139947179
6,1,MAE,3.781924846091468
6,1,RMSE,4.440029006922057
6,1,MAPE,12.595253974545637
6,2,MAE,1.471733601440532
6,2,RMSE,1.6165983122920329
6,2,MAPE,12.005370728072478
6,3,MAE,4.1338772977692715
6,3,RMSE,5.352547972470344
6,3,MAPE,8.4772537162127
6,4,MAE,8.337294942684345
6,4,RMSE,9.489391516266195
6,4,MAPE,11.617945916669413
6,5,MAE,8.086121787630129
6,5,RMSE,9.396221647163541
6,5,MAPE,11.226586206744788
6,6,MAE,3.283618387330219
6,6,RMSE,3.964408165509264
6,6,MAPE,8.736312759431769
6,7,MAE,9.675452914472555
6,7,RMSE,11.323205686009532
6,7,MAPE,12.845584281163067
6,8,MAE,1.5467175131225472
6,8,RMSE,1.8867906932219047
6,8,MAPE,11.333986357245857
6,9,MAE,6.749913328190297
6,9,RMSE,8.161735307348522
6,9,MAPE,10.081457573842338
6,10,MAE,8.825001960926778
6,10,RMSE,9.7512822960018
6,10,MAPE,13.094965559294883
7,1,MAE,9.149560415385146
7,1,RMSE,10.632150094190981
7,1,MAPE,11.57176532489131
7,2,MAE,4.55584471082009
7,2,RMSE,5.5271550787685015
7,2,MAPE,9.930289888802678
7,3,MAE,4.141641218961223
7,3,RMSE,4.832771630209797
7,3,MAPE,11.314284807414595
7,4,MAE,7.885383268176188
7,4,RMSE,9.307364207426804
7,4,MAPE,9.69755866598048
7,5,MAE,7.273982918565958
7,5,RMSE,8.520911893462177
7,5,MAPE,10.304178224651421
7,6,MAE,2.6703390757003933
7,6,RMSE,3.0740430836619037
7,6,MAPE,10.848818951096469
7,7,MAE,8.949614440604483
7,7,RMSE,10.239965537022993
7,7,MAPE,11.175134768010617
7,8,MAE,6.046427239614636
7,8,RMSE,7.0488929511920535
7,8,MAPE,11.42795520738233
7,9,MAE,6.9678627742498485
7,9,RMSE,8.480709258642143
7,9,MAPE,9.55541095223442
7,10,MAE,1.3255070556249222
7,10,RMSE,1.491694423427188
7,10,MAPE,8.91010065688814
8,1,MAE,8.506360356256632
8,1,RMSE,10.461092054546643
8,1,MAPE,9.081104585542917
8,2,MAE,1.6720934380690786
8,2,RMSE,1.9357336226111508
8,2,MAPE,11.097153030083536
8,3,MAE,2.371828837650127
8,3,RMSE,2.7364401466514776
8,3,MAPE,11.558279247609113
8,4,MAE,2.6997535402823343
8,4,RMSE,3.166150368746425
8,4,MAPE,9.521981454286395
8,5,MAE,4.475348883000228
8,5,RMSE,5.26268670905239
8,5,MAPE,10.970313710062955
8,6,MAE,1.4600760426726083
8,6,RMSE,1.7358984201955414
8,6,MAPE,10.870174744005556
8,7,MAE,3.9038377919380567
8,7,RMSE,4.646947753732028
8,7,MAPE,12.155703093997985
8,8,MAE,3.364876944181445
8,8,RMSE,3.9359341388448135
8,8,MAPE,10.936370843227548
8,9,MAE,5.595836921671145
8,9,RMSE,6.762706156833366
8,9,MAPE,10.226541885002211
8,10,MAE,9.729768425467295
8,10,RMSE,11.88595427522238
8,10,MAPE,10.23437910056263
9,1,MAE,5.738611108391814
9,1,RMSE,7.169618995202703
9,1,MAPE,8.721677854826227
9,2,MAE,3.7691682957765495
9,2,RMSE,4.439223126276632
9,2,MAPE,11.681044185566881
9,3,MAE,2.9121341409865
9,3,RMSE,3.4251000748032294
9,3,MAPE,9.979247196309961
9,4,MAE,6.903480868659395
9,4,RMSE,7.506859636730637
9,4,MAPE,10.476757949684256
9,5,MAE,6.9810753228214315
9,5,RMSE,8.428332835470318
9,5,MAPE,9.376369713099027
9,6,MAE,9.533142961959191
9,6,RMSE,11.049876505073666
9,6,MAPE,9.90912972184779
9,7,MAE,6.058468012866322
9,7,RMSE,7.013584221980367
9,7,MAPE,10.943751012271631
9,8,MAE,2.5301115369505025
9,8,RMSE,2.876542347028686
9,8,MAPE,10.638205579941678
9,9,MAE,9.781499033615164
9,9,RMSE,11.419529022068225
9,9,MAPE,10.43203272694055
9,10,MAE,6.381862437237842
9,10,RMSE,7.177688498411217
9,10,MAPE,10.009771922649593
10,1,MAE,11.488999033108932
10,1,RMSE,12.57408588714324
10,1,MAPE,13.37996687334941
10,2,MAE,9.055601297505925
10,2,RMSE,10.828881566519524
10,2,MAPE,9.596703479076034
10,3,MAE,10.535324629057685
10,3,RMSE,12.010376516742367
10,3,MAPE,11.128180822671814
10,4,MAE,6.650051941953092
10,4,RMSE,7.890378711856344
10,4,MAPE,10.09909272139981
10,5,MAE,2.098935966495537
10,5,RMSE,2.4778595976409243
10,5,MAPE,11.606679584251436
10,6,MAE,8.389206281314069
10,6,RMSE,10.17775116377048
10,6,MAPE,10.235323922828393
10,7,MAE,5.000239942168942
10,7,RMSE,5.4946788661604495
10,7,MAPE,10.4059984591582
10,8,MAE,5.605226265474226
10,8,RMSE,6.533494395088862
10,8,MAPE,10.736813427967396
10,9,MAE,7.004866878787399
10,9,RMSE,8.407079364441291
10,9,MAPE,12.660149536627818
10,10,MAE,5.5325687647715025
10,10,RMSE,7.053719780221112
10,10,MAPE,7.4480111880326385
11,1,MAE,3.1725519250973853
11,1,RMSE,3.799021013415417
11,1,MAPE,11.568648874212517
11,2,MAE,9.773848652570614
11,2,RMSE,11.29931137576493
11,2,MAPE,13.142861543816364
11,3,MAE,5.762589931963648
11,3,RMSE,6.753926299957644
11,3,MAPE,10.275530303461892
11,4,MAE,5.8657259455314925
11,4,RMSE,6.670944851089366
11,4,MAPE,9.527215684817806
11,5,MAE,6.048504803694865
11,5,RMSE,7.593667900976424
11,5,MAPE,9.120731597228762
11,6,MAE,9.956746391761753
11,6,RMSE,11.598734635134676
11,6,MAPE,10.696263217246077
11,7,MAE,2.788495430611172
11,7,RMSE,3.348089352882663
11,7,MAPE,9.175294073331346
11,8,MAE,6.181331569005126
11,8,RMSE,7.6057935484546455
11,8,MAPE,11.199873183702568
11,9,MAE,3.938666659463672
11,9,RMSE,4.578517592986192
11,9,MAPE,11.387153615616457
11,10,MAE,3.5849510772609494
11,10,RMSE,4.0869528883026405
11,10,MAPE,12.233087156310269
12,1,MAE,9.25060438018354
12,1,RMSE,10.700544798093775
12,1,MAPE,12.564644993637941
12,2,MAE,8.893237582263401
12,2,RMSE,10.362386262171572
12,2,MAPE,9.658094962082101
12,3,MAE,5.101540749748637
12,3,RMSE,5.670817787281265
12,3,MAPE,12.392478479073608
12,4,MAE,4.4389281443218405
12,4,RMSE,5.924840266036342
12,4,MAPE,7.336241942978594
12,5,MAE,1.2450369133663537
12,5,RMSE,1.5330160885489523
12,5,MAPE,9.814604006456578
12,6,MAE,3.780273298011872
12,6,RMSE,4.5852582510967625
12,6,MAPE,10.442775376284143
12,7,MAE,1.3638463864183854
12,7,RMSE,1.6082904968122345
12,7,MAPE,9.918457201472425
12,8,MAE,2.954669735569093
12,8,RMSE,3.5286729360849796
12,8,MAPE,9.678679596816748
12,9,MAE,2.1204471155388953
12,9,RMSE,2.466368566749549
12,9,MAPE,12.684931443369752
12,10,MAE,9.465007228965833
12,10,RMSE,10.566967982059273
12,10,MAPE,11.840163764194877
13,1,MAE,7.4283892434023375
13,1,RMSE,8.730566581546851
13,1,MAPE,10.302758526798348
13,2,MAE,6.976354552450315
13,2,RMSE,8.774087723793434
13,2,MAPE,8.67326013070829
13,3,MAE,3.107280123679339
13,3,RMSE,3.854758575344442
13,3,MAPE,9.285049572233966
13,4,MAE,6.1766804516730875
13,4,RMSE,7.30894118164286
13,4,MAPE,11.110430322512817
13,5,MAE,1.4700071026974928
13,5,RMSE,1.7957609060855073
13,5,MAPE,8.814068560721582
13,6,MAE,8.654378097288266
13,6,RMSE,10.018099879469412
13,6,MAPE,10.255864337853167
13,7,MAE,8.510989707062256
13,7,RMSE,9.852887436837966
13,7,MAPE,10.34568765701616
13,8,MAE,8.040440339583084
13,8,RMSE,9.398938196837472
13,8,MAPE,10.755030805206985
13,9,MAE,1.9586682902092762
13,9,RMSE,2.2931168610170634
13,9,MAPE,10.353486904352353
13,10,MAE,3.7212838974272535
13,10,RMSE,4.053921389393397
13,10,MAPE,12.183915732193688
14,1,MAE,5.259686047543778
14,1,RMSE,6.000272169089415
14,1,MAPE,10.463122016098318
14,2,MAE,7.987618875908301
14,2,RMSE,9.795663314093584
14,2,MAPE,8.75734192907052
14,3,MAE,3.7865042948211283
14,3,RMSE,4.470582850773099
14,3,MAPE,10.291780116254378
14,4,MAE,8.361038159104854
14,4,RMSE,9.95814163145158
14,4,MAPE,9.145160352828972
14,5,MAE,7.859612104186281
14,5,RMSE,10.36272952458805
14,5,MAPE,8.305187252200085
14,6,MAE,7.165705067201868
14,6,RMSE,8.84031628155357
14,6,MAPE,10.638530226578531
14,7,MAE,8.222188381576677
14,7,RMSE,9.676818141893389
14,7,MAPE,11.208359384027446
14,8,MAE,2.6627373121846736
14,8,RMSE,3.459124956976904
14,8,MAPE,7.460370260720278
14,9,MAE,4.7758278727176595
14,9,RMSE,5.8204808344152665
14,9,MAPE,10.23452939851536
14,10,MAE,10.256973535285915
14,10,RMSE,11.983473682885258
14,10,MAPE,12.805293118653683
15,1,MAE,2.7948886229415577
15,1,RMSE,3.3155465787876133
15,1,MAPE,10.72476145590268
15,2,MAE,6.962917054916172
15,2,RMSE,8.101422724039201
